Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Telefax,Número de camas instaladas,Dependencia Patrimonial,Dependencia Funcional,Finalidad Asistencial,Observaciones,Concierto,Acreditación Docente
080958,Hospital de Sabadell,CATALUÑA,BARCELONA,Sabadell,"PR Tauli, S/N",08208,937231010,937160646,861,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GENERAL,,,SI
500172,CENTRO ASISTENCIAL PSIQUIÁTRICO DE SÁDABA,ARAGÓN,ZARAGOZA,Sádaba,"Ctra. de Sos, s/n",50670,976675479,976675454,43,COMUNIDAD AUTÓNOMA,PRIVADO NO BENÉFICO,PSIQUIATRICO,,SI,NO
460266,HOSPITAL DE SAGUNTO,COMUNIDAD VALENCIANA,VALENCIA,Sagunto/Sagunt,"Av. Ramón y Cajal, s/n",46520,962339300,962339301,252,SEGURIDAD SOCIAL,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
430300,Centre Sociosanitari i Residència Assistida Salou,CATALUÑA,TARRAGONA,Salou,"AV PAU CASALS, 3",43840,977774705,977774705,30,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
170323,Centre Sociosanitari Parc Hospitalari Martí i Julià,CATALUÑA,GIRONA,Salt,"CR DR. CASTANY, S/N",17190,972182512,972182575,120,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
170301,Hospital Santa Caterina,CATALUÑA,GIRONA,Salt,"AV Doctor Castany (P. H. Martí i Julià), S/N",17190,972182600,972182605,170,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,GENERAL,,,SI
170216,Hospital Psiquiàtric,CATALUÑA,GIRONA,Salt,"CR DOCTOR CASTANY, S/N",17190,972182512,972182575,593,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,PSIQUIATRICO,,NO,NO
240188,HOSPITAL SAN JUAN DE DIOS,CASTILLA Y LEÓN,LEÓN,San Andrés del Rabanedo,"Av. San Ignacio de Loyola, 73",24010,987232500,987243470,297,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),GENERAL,,SI,NO
460240,HOSPITAL INTERMUTUAL DE LEVANTE,COMUNIDAD VALENCIANA,VALENCIA,San Antonio de Benagéber,"Autovía Valencia-Ademuz, km. 11,7",46184,961350250,961350477,230,MATEP,MATEP,TRAUMATOLOGIA Y/O REHABILITACION,,NO,NO
350304,HOSPITAL CLINICA ROCA (ROCA GESTION HOSPITALARIA),CANARIAS,LAS PALMAS,San Bartolomé de Tirajana,"Buganvilla, 1 (San Agustín)",35100,928769004,928761248,84,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
350367,HOSPITAL SAN ROQUE MASPALOMAS,CANARIAS,LAS PALMAS,San Bartolomé de Tirajana,"Mar de Siberia, 1",35100,928063600,928063644,147,MUNICIPIO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
380326,COMPLEJO HOSPITALARIO UNIVERSITARIO DE CANARIAS,CANARIAS,SANTA CRUZ DE TENERIFE,San Cristóbal de La Laguna,"Ofra, s/n",38320,922678061,922653808,832,COMUNIDAD AUTÓNOMA,SERVICIO CANARIO DE SALUD,GENERAL,,NO,SI
380178,HOSPITAL UNIVERSITARIO DE CANARIAS (H.U.C),CANARIAS,SANTA CRUZ DE TENERIFE,San Cristóbal de La Laguna,"Ofra, s/n",38320,922678061,922653808,0,COMUNIDAD AUTÓNOMA,SERVICIO CANARIO DE SALUD,GENERAL,,NO,SI
300222,HOSPITAL GENERAL UNIVERSITARIO LOS ARCOS DEL MAR MENOR,REGIÓN DE MURCIA,MURCIA,San Javier,"Paraje Torre Octavio, S/N. (Pozo Aledo)",30739,968565000,968565030,175,COMUNIDAD AUTÓNOMA,SERVICIO MURCIANO DE SALUD,GENERAL,,NO,SI
280920,HOSPITAL EL ESCORIAL,MADRID,MADRID,San Lorenzo de El Escorial,"Ctra. Guadarrama-S. Lorenzo de El Escorial, km. 6,2",28200,918973000,918973005,91,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI
300339,RESIDENCIA VILLADEMAR,REGIÓN DE MURCIA,MURCIA,San Pedro del Pinatar,"Av Concejal Mariano Henarejos, 13",30740,968187346,968184822,99,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,SI,NO
380244,HOSPITAL NUESTRA SEÑORA DE GUADALUPE,CANARIAS,SANTA CRUZ DE TENERIFE,San Sebastián de la Gomera,"El Langrero, s/n",38800,922140200,922140250,40,COMUNIDAD AUTÓNOMA,SERVICIO CANARIO DE SALUD,GENERAL,,NO,NO
281258,HOSPITAL UNIVERSITARIO INFANTA SOFÍA,MADRID,MADRID,San Sebastián de los Reyes,"Paseo de Europa, 34",28702,911914000,911915017,271,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,Concesión Administrativa a Entidad Privada,NO,SI
030187,HOSPITAL SANT VICENT DEL RASPEIG,COMUNIDAD VALENCIANA,ALICANTE,San Vicente del Raspeig/Sant Vicent del Raspeig,"Lillo Juan, 137",03690,965907700,965907703,179,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
110223,HOSPITAL VIRGEN DEL CAMINO,ANDALUCÍA,CÁDIZ,Sanlúcar de Barrameda,"Crtra Sanlúcar-Chipiona, s/n",11540,956048068,956048058,118,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
081287,Residència L'Estada,CATALUÑA,BARCELONA,Sant Andreu de Llavaneres,"CM DE LA MASIA, S/N",08392,937926612,937926287,60,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081228,Prytanis Sant Boi Centre Sociosanitari,CATALUÑA,BARCELONA,Sant Boi de Llobregat,"CR Josep Torras i Bages, 55",08830,936300931,936300877,122,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
080983,Parc Sanitari Sant Joan de Déu - Recinte Sant Boi,CATALUÑA,BARCELONA,Sant Boi de Llobregat,"CR Dr. Antoni Pujadas, 42",08830,936406350,936520051,819,PRIVADO-BENÉFICO (IGLESIA),OTRO PRIVADO-BENÉFICO,PSIQUIATRICO,,NO,SI
080977,"Benito Menni,Complex Assistencial en Salut Mental",CATALUÑA,BARCELONA,Sant Boi de Llobregat,"CR DR. ANTONI PUJADAS, 38",08830,936402400,936400268,774,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIATRICO,,NO,SI
080996,Parc Sanitari Sant Joan de Déu - Hospital General,CATALUÑA,BARCELONA,Sant Boi de Llobregat,"CR Camí Vell de la Colònia, 25",08830,936615208,936306175,246,PRIVADO-BENÉFICO (IGLESIA),OTRO PRIVADO-BENÉFICO,GENERAL,,,SI
081000,Hospital de Sant Celoni,CATALUÑA,BARCELONA,Sant Celoni,"AV de l'Hospital, 19",08470,938670617,938672311,100,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,NO
081234,Centre Sociosanitari Verge del Puig,CATALUÑA,BARCELONA,Sant Celoni,"CR CAMPINS, 37",08470,938673995,938672311,40,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
082023,Centre Gerontològic AMMA Sant Cugat,CATALUÑA,BARCELONA,Sant Cugat del Vallès,"CR Victor Hugo, 10",08174,935836100,935895725,4,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
080137,Centre de Prevenció i Rehabilitació ASEPEYO,CATALUÑA,BARCELONA,Sant Cugat del Vallès,"AV Alcalde Barnils, 54-60",08174,935653900,,138,SEGURIDAD SOCIAL,MATEP,GENERAL,,NO,NO
081017,Hospital General de Catalunya,CATALUÑA,BARCELONA,Sant Cugat del Vallès,"CR Pedro i Pons, 1",08195,935656000,935892618,286,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
082190,Iván Mañero Clínic,CATALUÑA,BARCELONA,Sant Cugat del Vallès,"CR Victor Hugo, 24",08174,902401540,,17,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,QUIRURGICO,,NO,NO
081919,Serveis Sanitaris Centre Penitenciari Brians-2,CATALUÑA,BARCELONA,Sant Esteve Sesrovires,"CT Martorell a Capellades, 23",08635,936935000,936935013,94,COMUNIDAD AUTÓNOMA,INSTITUTO CATALÁN DE LA SALUD,GENERAL,,NO,NO
081683,Parc Sanitari Sant Joan de Déu - Brians 1,CATALUÑA,BARCELONA,Sant Esteve Sesrovires,"CT de Capellades a Martorell, ,23",08635,937758000,937713661,150,COMUNIDAD AUTÓNOMA,OTRO PRIVADO-BENÉFICO,GENERAL,,NO,NO
030250,HOSPITAL UNIVERSITARIO SAN JUAN DE ALICANTE,COMUNIDAD VALENCIANA,ALICANTE,Sant Joan d'Alacant,Ctra. Alicante-Valencia s/n,03550,965169400,965169520,390,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
082034,Serveis Sanitaris. Centre Penitenciari Lledoners.,CATALUÑA,BARCELONA,Sant Joan de Vilatorrada,"CT de Manresa a Solsona. Camí de les Torres, C-55",08250,932140100,932140179,56,COMUNIDAD AUTÓNOMA,INSTITUTO CATALÁN DE LA SALUD,GENERAL,,NO,NO
082066,Hospital de Sant Joan Despí Moisès Broggi,CATALUÑA,BARCELONA,Sant Joan Despí,"AV Jacint Verdaguer, 90",08970,935531200,,328,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GENERAL,,,NO
081038,Hospital Residència Sant Camil - Consorci Sanitari del Garraf,CATALUÑA,BARCELONA,Sant Pere de Ribes,"RD SANT CAMIL, S/N",08810,938960025,938961287,295,PRIVADO-BENÉFICO (IGLESIA),OTROS PÚBLICOS,GENERAL,,,SI
350265,"QUINTA MÉDICA DE REPOSO, S.A.",CANARIAS,LAS PALMAS,Santa Brígida,"Palma Romero, 7",35300,928640050,928641407,78,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
081056,Centres Assistencials Dr. Emili Mira i López (Recinte Torribera),CATALUÑA,BARCELONA,Santa Coloma de Gramenet,"CR PRAT DE LA RIBA, 171",08921,934628926,934683742,454,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,PSIQUIATRICO,,NO,SI
081069,Fundació Hospital de l'Esperit Sant,CATALUÑA,BARCELONA,Santa Coloma de Gramenet,"AV Mossèn Josep Pons i Robadà, S/N",08923,933869648,933850100,177,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,SI
390152,"CLÍNICA MOMPÍA, S.A.U.",CANTABRIA,CANTABRIA,Santa Cruz de Bezana,"Av. de los Condes, s/n. Mompía",39108,942584100,942584114,105,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,SI
380260,HOSPITAL NUESTRA SEÑORA DE LOS DOLORES,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de la Palma,"San Vicente de Paúl, 1",38700,922423204,922420552,144,DIPUTACIÓN O CABILDO,DIPUTACIÓN O CABILDO,GERIATRIA Y/O LARGA ESTANCIA,,SI,NO
380099,VITHAS HOSPITAL SANTA CRUZ,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,"Enrique Wolfson, 8",38006,922534733,922281166,86,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
350271,HOSPITAL DE SAN ROQUE GUÍA,CANARIAS,LAS PALMAS,Santa María de Guía de Gran Canaria,"Cuesta de Caraballo, 1",35450,928882000,928888221,0,COMUNIDAD AUTÓNOMA,SERVICIO CANARIO DE SALUD,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
430213,Policlínica Comarcal del Vendrell,CATALUÑA,TARRAGONA,Santa Oliva,"AV SANTA OLIVA, 1-13",43710,977660140,977666337,136,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
480293,AVANCES MÉDICOS S.A,PAÍS VASCO,VIZCAYA,Santurtzi,"Av.  Murrieta, 70",48980,902407071,944833374,24,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
480255,HOSPITAL SAN JUAN DE DIOS,PAÍS VASCO,VIZCAYA,Santurtzi,"Av. Cristobal Murrieta, 70",48980,944939900,944939907,105,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,SI,SI
460272,HOSPITAL DOCTOR MOLINER,COMUNIDAD VALENCIANA,VALENCIA,Serra,"Porta Coeli, s/n",46118,961687900,961687901,183,SEGURIDAD SOCIAL,CONSELLERIA DE SANIDAD. G. VALENCIANA,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
250117,Fundació Sant Hospital,CATALUÑA,LLEIDA,"Seu d'Urgell, La","PS Joan Brudieu, 8",25700,973350050,973353505,88,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,NO
250138,"Centre Sanitari del Solsonès, FPC",CATALUÑA,LLEIDA,Solsona,"PL ANTONI GUITART, 1",25280,973481172,973481098,32,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
060231,HOSPITAL SIBERIA-SERENA,EXTREMADURA,BADAJOZ,Talarrubias,Crtra Talarrubias-Agudo Km2,06640,924648100,924648111,0,COMUNIDAD AUTÓNOMA,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,NO
450089,"CLÍNICA MARAZUELA, S.A.",CASTILLA-LA MANCHA,TOLEDO,Talavera de la Reina,"Avenida de Extremadura, 5",45600,925815281,925815141,15,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
450067,HOSPITAL GENERAL NUESTRA SEÑORA DEL PRADO,CASTILLA-LA MANCHA,TOLEDO,Talavera de la Reina,"Ctra. de Madrid, km. 114",45600,925803600,925815444,310,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,SI
350287,HOSPITAL CIUDAD DE TELDE,CANARIAS,LAS PALMAS,Telde,"Mister Blisse, s/n  Urb. La Estrella",35212,928707555,928707554,249,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,SI,NO
081075,Hospital de Terrassa,CATALUÑA,BARCELONA,Terrassa,"CT Torrebonica, S/N",08227,937310007,937310959,460,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GENERAL,,,SI
081081,Hospital de Sant Llàtzer,CATALUÑA,BARCELONA,Terrassa,"PL Doctor Robert, 1",08221,937837111,937831555,77,OTRO PRIVADO BENÉFICO,OTROS PÚBLICOS,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081094,Hospital Universitari Mútua de Terrassa,CATALUÑA,BARCELONA,Terrassa,"PL DOCTOR ROBERT, 5",08221,937365050,937365059,534,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,,SI
081458,Àptima Centre Clínic - Mútua de Terrassa,CATALUÑA,BARCELONA,Terrassa,"PL Doctor Robert, 5",08221,937365072,937365009,70,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,SI
081537,Centre Vallparadís,CATALUÑA,BARCELONA,Terrassa,"CR SANT ANTONI, 52",08221,937365030,937365009,81,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081728,Hospital General Penitenciari,CATALUÑA,BARCELONA,Terrassa,"CT TORREBONICA, S/N",08227,937317861,,32,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,GENERAL,,NO,NO
350326,HOSPITEN LANZAROTE (CLÍNICAS DEL SUR S.L.U.),CANARIAS,LAS PALMAS,Tías,"Lomo Gordo, s/n",35510,928596100,928515635,61,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
200219,"CLINICA SANTA MARÍA DE LA ASUNCION, (INVIZA, S.A.)",PAÍS VASCO,GUIPÚZCOA,Tolosa,"Ctra. Izaskun, 9",20400,943697000,943674438,120,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,SI
130128,HOSPITAL GENERAL DE TOMELLOSO,CASTILLA-LA MANCHA,CIUDAD REAL,Tomelloso,"Vereda de Socuéllamos, s/n",13700,926525800,926525882,155,COMUNIDAD AUTÓNOMA,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,SI
281337,HOSPITAL UNIVERSITARIO DE TORREJON,MADRID,MADRID,Torrejón de Ardoz,"Mateo Inurria, s/n",28850,916262518,914886624,250,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,NO
390149,HOSPITAL SIERRALLANA,CANTABRIA,CANTABRIA,Torrelavega,"Bº. de Ganzo, s/n",39300,942847400,942847501,301,SEGURIDAD SOCIAL,SERVICIO CÁNTABRO DE SALUD-SCS,GENERAL,Se incluyen las camas del Dispositivo Asistencial Tres Mares,NO,SI
281157,HOSPITAL UNIVERSITARIO HM TORRELODONES,MADRID,MADRID,Torrelodones,Av. Castillo Olivares s/n,28250,912675000,918591555,86,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,SI
290213,HOSPITAL DE TORREMOLINOS,ANDALUCÍA,MALAGA,Torremolinos,"Sanatorio, 5",29620,951033735,951033705,0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
290228,CLÍNICA SANTA ELENA,ANDALUCÍA,MALAGA,Torremolinos,"Urbanización Los Alamos, s/n",29620,952386266,952380309,90,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
030298,HOSPITAL QUIRONSALUD TORREVIEJA,COMUNIDAD VALENCIANA,ALICANTE,Torrevieja,"Partida de la Loma, s/n",03184,966921313,966922706,109,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
030339,HOSPITAL DE TORREVIEJA,COMUNIDAD VALENCIANA,ALICANTE,Torrevieja,Ctra. Torrevieja a San Miguel de Salinas Cv 95 Partida La Ceñuela,03186,965721200,965721368,277,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,Concesión Administrativa a Entidad Privada,NO,SI
430167,Hospital de Tortosa Verge de la Cinta,CATALUÑA,TARRAGONA,Tortosa,"CR ESPLANETES, 44",43500,977519100,977519111,248,SEGURIDAD SOCIAL,INSTITUTO CATALÁN DE LA SALUD,GENERAL,,,SI
430173,Hospital de la Santa Creu,CATALUÑA,TARRAGONA,Tortosa,"PS Mossèn Valls Bartomeu, 1",43590,977500533,977500085,250,MUNICIPIO,MUNICIPIO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
430189,Clínica Terres de l'Ebre,CATALUÑA,TARRAGONA,Tortosa,"PL Joaquim Bau, 6-8",43500,977588200,977588195,40,MUNICIPIO,MUNICIPIO,GENERAL,,,NO
250143,Hospital Comarcal del Pallars,CATALUÑA,LLEIDA,Tremp,"AV PAU CASALS, 5",25620,973652255,973651487,63,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,GENERAL,,,NO
310137,HOSPITAL REINA SOFÍA,C. FORAL DE NAVARRA,NAVARRA,Tudela,"Ctra. Tudela-Tarazona, km. 4",31500,848434000,848434111,190,COMUNIDAD AUTÓNOMA,SERVICIO NAVARRO DE SALUD-OSASUNBIDEA,GENERAL,,NO,SI
230098,HOSPITAL COMARCAL  SAN JUAN DE LA CRUZ,ANDALUCÍA,JAÉN,Úbeda,"Ctra. de Linares, km. 1",23400,953028200,953028251,231,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
200230,"SANATORIO DE USURBIL, S.L.",PAÍS VASCO,GUIPÚZCOA,Usurbil,"Barrio San Esteban, 48",20170,943361124,943362898,80,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,SI,NO
410386,HOSPITAL ALTA RESOLUCION DE UTRERA,ANDALUCÍA,SEVILLA,Utrera,"Brigadas Internacionales, s/n",41710,955839097,955099147,14,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
281236,HOSPITAL UNIVERSITARIO INFANTA ELENA,MADRID,MADRID,Valdemoro,"Av. de los Reyes Católicos, 21",28342,918948410,918948538,152,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI
130087,HOSPITAL GUTIÉRREZ ORTEGA,CASTILLA-LA MANCHA,CIUDAD REAL,Valdepeñas,"Avda. Estudiantes, s/n",13300,926320200,,103,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,NO
330313,ASISTENCIA MÉDICA OCCIDENTAL S.L.-. HOSPITAL DE LUARCA,PPDO. DE ASTURIAS,ASTURIAS,Valdés,Villar s/n- LUARCA,33700,985470707,985470737,19,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,OTROS MONOGRAFICOS,,NO,NO
030190,SANATORIO SAN FRANCISCO DE BORJA "FONTILLES",COMUNIDAD VALENCIANA,ALICANTE,"Vall de Laguar, la","Ctra. Orba-Vall de Laguart, km. 4 (Fontilles)",03791,965583350,965583376,96,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,LEPROLOGICO O DERMATOLOGICO,,NO,NO
430234,Residència Alt Camp,CATALUÑA,TARRAGONA,Valls,"CM DEL BOSC, S/N",43800,977600292,977603814,50,ENTIDADES PÚBLICAS,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
430228,Pius Hospital de Valls,CATALUÑA,TARRAGONA,Valls,"PL SANT FRANCESC, S/N",43800,977613000,977605014,142,ENTIDADES PÚBLICAS,PRIVADO NO BENÉFICO,GENERAL,,,SI
380276,HOSPITAL INSULAR NTRA. SRA. DE LOS REYES,CANARIAS,SANTA CRUZ DE TENERIFE,Valverde,"Los Barriales, 1",38900,922553500,922553512,32,COMUNIDAD AUTÓNOMA,SERVICIO CANARIO DE SALUD,GENERAL,,NO,NO
290206,HOSPITAL COMARCAL DE LA AXARQUÍA,ANDALUCÍA,MALAGA,Vélez-Málaga,"Urb. El Tomillar, s/n",29700,951067010,951067009,177,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
290348,CLÍNICA EL SERANIL,ANDALUCÍA,MALAGA,Vélez-Málaga,Crtra. de Almería Km 261,29790,952513267,952513900,60,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
430298,Hospital del Vendrell,CATALUÑA,TARRAGONA,"Vendrell, El","CT N-340, 1193",43700,977257900,977257915,110,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,NO
081108,Hospital General de Vic,CATALUÑA,BARCELONA,Vic,"CR Francesc Pla \"El Vigata\", 1",08500,938891111,938850308,292,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GENERAL,,,SI
081120,Hospital de la Santa Creu,CATALUÑA,BARCELONA,Vic,"RB HOSPITAL, 52",08500,938833300,938895087,127,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081115,Clínica Sant Josep,CATALUÑA,BARCELONA,Vic,"CR SANT SEGIMON, 3",08500,938861700,938891779,21,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),GENERAL,,NO,NO
250156,Espitau Val d'Aran,CATALUÑA,LLEIDA,Vielha e Mijaran,"CR ESPITAU, 8",25530,973640004,973640529,31,COMUNIDAD AUTÓNOMA,PRIVADO NO BENÉFICO,GENERAL,,,NO
081896,Centre Social i Sanitari Frederica Montseny,CATALUÑA,BARCELONA,Viladecans,"CR ESLIDA, 6-8",08840,936473525,932111428,76,ENTIDADES PÚBLICAS,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081141,Hospital de Viladecans,CATALUÑA,BARCELONA,Viladecans,"AV GAVÀ, 38",08840,936590111,936590612,110,SEGURIDAD SOCIAL,INSTITUTO CATALÁN DE LA SALUD,GENERAL,,,SI
081430,Hospital Comarcal de l'Alt Penedès,CATALUÑA,BARCELONA,Vilafranca del Penedès,"CR ESPIRALL, S/N",08720,938180440,938180491,144,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,GENERAL,,,SI
081795,Centre Sociosanitari Ricard Fortuny,CATALUÑA,BARCELONA,Vilafranca del Penedès,"AV Garraf, 3",08720,938172357,938904440,187,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081189,Hospital Sant Antoni Abat - Consorci Sanitari del Garraf,CATALUÑA,BARCELONA,Vilanova i la Geltrú,"CR SANT JOSEP, 21",08800,938931616,938140042,111,OTRO PRIVADO BENÉFICO,OTROS PÚBLICOS,GENERAL,,,NO
120136,HOSPITAL UNIVERSITARIO DE LA PLANA,COMUNIDAD VALENCIANA,CASTELLÓN,Vila-real,"Crtra de Vila-Real a Borriana, km. 0,5",12540,964399775,964399858,258,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
430276,Residència Vila-seca,CATALUÑA,TARRAGONA,Vila-seca,"CR REQUET DE FÈLIX, 35",43480,977395825,,35,MUNICIPIO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081022,Casal de Curació,CATALUÑA,BARCELONA,Vilassar de Mar,"CR MARIA VIDAL, 19",08340,937590241,937500420,81,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
280936,HOSPITAL VIRGEN DE LA POVEDA,MADRID,MADRID,Villa del Prado,"Ctra. del Hospital, s/n km. 5",28630,918608000,918620100,202,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
240220,HOSPITAL VALLE DE LACIANA,CASTILLA Y LEÓN,LEÓN,Villablino,"Av. de Asturias, s/n",24100,987481057,987470837,20,MUNICIPIO,COMUNIDAD AUTÓNOMA,GERIATRIA Y/O LARGA ESTANCIA,,SI,NO
030204,HOSPITAL DE LA MARINA BAIXA DE LA VILA JOIOSA,COMUNIDAD VALENCIANA,ALICANTE,"Villajoyosa/Vila Joiosa, la","Av. Alcalde en Jaume Botella Mayor, 7",03570,966859800,966859900,270,SEGURIDAD SOCIAL,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
