Nombre,Comunidad Autónoma,Provincia,Municipio,Localidad,Direccion,Código Postal,Telefono,Zona Básica,Área de Salud,Modalidad Gestión,Dependencia de Gestión,Tipo de Centro,Acreditación Docente
ANOIA,CATALUÑA,BARCELONA,Igualada,IGUALADA,"PASSEIG VERDAGUER, Nº 170",08700,938053500,ÁREA BÁSICA DE SALUT ANOIA RURAL,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
ARGENÇOLA,CATALUÑA,BARCELONA,Argençola,ARGENÇOLA,"C/ ESGLÉSIA, S/N",8719,938092000,ÁREA BÁSICA DE SALUT ANOIA RURAL,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ORPÍ,CATALUÑA,BARCELONA,Orpí,ORPÍ,"PL. SANT JORDI, S/N",8787,938080303,ÁREA BÁSICA DE SALUT ANOIA RURAL,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
LA POBLA DE CLARAMUNT,CATALUÑA,BARCELONA,"Pobla de Claramunt, La",LA POBLA DE CLARAMUNT,"C/ PARE ANTON SOTERAS, Nº 2",8787,938086500,ÁREA BÁSICA DE SALUT ANOIA RURAL,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT MARTÍ DE TOUS,CATALUÑA,BARCELONA,Sant Martí de Tous,SANT MARTÍ DE TOUS,"C/ ESCOLES, Nº 10",8712,938096330,ÁREA BÁSICA DE SALUT ANOIA RURAL,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
JORBA,CATALUÑA,BARCELONA,Jorba,JORBA,"C/ DE LA SORT, Nº 9",8719,938078100,ÁREA BÁSICA DE SALUT ANOIA RURAL,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
LA LLACUNA,CATALUÑA,BARCELONA,"Llacuna, La",LA LLACUNA,"PL. DE LES ERES, S/N",8779,938977007,ÁREA BÁSICA DE SALUT ANOIA RURAL,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
MONTMANEU,CATALUÑA,BARCELONA,Montmaneu,MONTMANEU,"C/ MAJOR, Nº 46",08717,938092171,ÁREA BÁSICA DE SALUT ANOIA RURAL,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ÒDENA,CATALUÑA,BARCELONA,Òdena,ÒDENA,"C/ LA FONT, Nº 5",8711,938040129,ÁREA BÁSICA DE SALUT ANOIA RURAL,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
BARRI DE SANT PERE,CATALUÑA,BARCELONA,Òdena,ÒDENA,"C/ UNIÓ, Nº 2",8711,938054646,ÁREA BÁSICA DE SALUT ANOIA RURAL,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CARME,CATALUÑA,BARCELONA,Carme,CARME,"AV. CATALUNYA, S/N",8787,938080051,ÁREA BÁSICA DE SALUT ANOIA RURAL,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
AVINYÓ,CATALUÑA,BARCELONA,Avinyó,AVINYÓ,"C/ PASSEIG, Nº 19",8279,938388855,ÁREA BASICA DE SALUT ARTÉS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
MONISTROL DE CALDERS,CATALUÑA,BARCELONA,Monistrol de Calders,MONISTROL DE CALDERS,"C/ DE LA VINYA, Nº 9",8275,938399085,ÁREA BASICA DE SALUT ARTÉS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANTA MARIA D'OLÓ,CATALUÑA,BARCELONA,Santa Maria d'Oló,SANTA MARIA D'OLÓ,"PG. CARME VIDAL, Nº 30",8273,938385200,ÁREA BASICA DE SALUT ARTÉS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT FELIU SASSERRA,CATALUÑA,BARCELONA,Sant Feliu Sasserra,SANT FELIU SASSERRA,"CTRA. MANRESA, Nº 20",8274,938819154,ÁREA BASICA DE SALUT ARTÉS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CALDERS,CATALUÑA,BARCELONA,Calders,CALDERS,"CAMÍ DEL CARGOLAIRE, S/N",8275,938308093,ÁREA BASICA DE SALUT ARTÉS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
DOCTOR AGUSTÍ GARRIGA,CATALUÑA,BARCELONA,Artés,ARTÉS,"C/ ARQUITECTE GAUDÍ, Nº 76 BIS",8271,938202060,ÁREA BASICA DE SALUT ARTÉS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
PUIG-REIG,CATALUÑA,BARCELONA,Puig-reig,PUIG-REIG,"PG. DE LA VÍA, Nº 14",8692,938290542,ÁREA BASICA DE SALUT BAIX BERGUEDÀ,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
CAL ROSAL,CATALUÑA,BARCELONA,Avià,CAL ROSAL,"CTRA. DE BERGA, S/N",8699,938221999,ÁREA BASICA DE SALUT BAIX BERGUEDÀ,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
OLVAN,CATALUÑA,BARCELONA,Olvan,OLVAN,"PL. AJUNTAMENT, S/N",8611,938228619,ÁREA BASICA DE SALUT BAIX BERGUEDÀ,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
GIRONELLA,CATALUÑA,BARCELONA,Gironella,GIRONELLA,"PL. DE CAMPANALS, S/N",8680,938250321,ÁREA BASICA DE SALUT BAIX BERGUEDÀ,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
CASSERRES,CATALUÑA,BARCELONA,Casserres,CASSERRES,"PG. BISBE COMELLAS, Nº 67",8693,938234305,ÁREA BASICA DE SALUT BAIX BERGUEDÀ,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
PUJALT,CATALUÑA,BARCELONA,Pujalt,PUJALT,"C/ SANT ANDREU, Nº 1",8282,938681268,ÁREA BÁSICA DE SALUT CALAF,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT MARTÍ SESGUEIOLES,CATALUÑA,BARCELONA,Sant Martí Sesgueioles,SANT MARTÍ SESGUEIOLES,"PL. AJUNTAMENT, S/N",8282,938680144,ÁREA BÁSICA DE SALUT CALAF,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CASTELLFOLLIT DE RIUBREGÓS,CATALUÑA,BARCELONA,Castellfollit de Riubregós,CASTELLFOLLIT DE RIUBREGÓS,"C/ MAJOR, Nº 10",8281,938693031,ÁREA BÁSICA DE SALUT CALAF,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT PERE SALLAVINERA,CATALUÑA,BARCELONA,Sant Pere Sallavinera,SANT PERE SALLAVINERA,"C/ RAVAL, S/N",8281,938698830,ÁREA BÁSICA DE SALUT CALAF,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CALAF,CATALUÑA,BARCELONA,Calaf,CALAF,"CTRA. LLARGA, S/N",8280,938698779,ÁREA BÁSICA DE SALUT CALAF,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
PRATS DE REI (ELS),CATALUÑA,BARCELONA,"Prats de Rei, Els",PRATS DE REI (ELS),"C/ RAVALET, Nº 31",8281,938698102,ÁREA BÁSICA DE SALUT CALAF,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
VALLBONA D'ANOIA,CATALUÑA,BARCELONA,Vallbona d'Anoia,VALLBONA D'ANOIA,"C/ MAJOR, Nº 36",8785,937719171,ÁREA BASICA DE SALUT CAPELLADES,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CAPELLADES,CATALUÑA,BARCELONA,Capellades,CAPELLADES,"C/ TORRENOVA, Nº 18",8786,938011691,ÁREA BASICA DE SALUT CAPELLADES,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
LA TORRE DE CLARAMUNT,CATALUÑA,BARCELONA,"Torre de Claramunt, La",LA TORRE DE CLARAMUNT,"C/ CASTELL, Nº 15",8789,938012852,ÁREA BASICA DE SALUT CAPELLADES,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CARDONA,CATALUÑA,BARCELONA,Cardona,CARDONA,"PASSEIG MOSSÉN JOAN RIBA, Nº 1",8261,938692450,ÁREA BASICA DE SALUT CARDONA,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
LA COROMINA,CATALUÑA,BARCELONA,Cardona,LA COROMINA,"C/ TEULISSOS, Nº 5",8261,938692856,ÁREA BASICA DE SALUT CARDONA,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
MONTMAJOR,CATALUÑA,BARCELONA,Montmajor,MONTMAJOR,"CAMÍ DE BERGA, Nº 2",8261,938246000,ÁREA BASICA DE SALUT CARDONA,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT MARTÍ DE CENTELLES,CATALUÑA,BARCELONA,Sant Martí de Centelles,SANT MARTÍ DE CENTELLES,"C/ ESTACIÓ, Nº 2",8592,938440500,ÁREA BASICA DE SALUT CENTELLES,REGIÓN SANITARIA: CATALUNYA CENTRAL,Privada,ABS CENTELLES,CONSULTORIO LOCAL,NO
CENTELLES,CATALUÑA,BARCELONA,Centelles,CENTELLES,"PLA DEL MESTRE, Nº 7",8540,938810485,ÁREA BASICA DE SALUT CENTELLES,REGIÓN SANITARIA: CATALUNYA CENTRAL,Privada,ABS CENTELLES,CENTRO SALUD,NO
BALENYÀ,CATALUÑA,BARCELONA,Balenyà,BALENYÀ,"C/ MAJOR, Nº 46",8550,938898321,ÁREA BASICA DE SALUT CENTELLES,REGIÓN SANITARIA: CATALUNYA CENTRAL,Privada,ABS CENTELLES,CONSULTORIO LOCAL,NO
IGUALADA NORD,CATALUÑA,BARCELONA,Igualada,IGUALADA,"C/ BELGICA, Nº 5",8700,938075800,ÁREA BASICA DE SALUT IGUALADA - 2,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública - otras modalidades,CONSORCI SANITARI DE L'ANOIA,CENTRO SALUD,NO
BORGONYÀ,CATALUÑA,BARCELONA,Sant Vicenç de Torelló,BORGONYÀ,"CRTA. BORGONYÀ, Nº 5",8571,938505130,ÁREA BASICA DE SALUT LA VALL DEL GES,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT VICENÇ DE TORELLÓ,CATALUÑA,BARCELONA,Sant Vicenç de Torelló,SANT VICENÇ DE TORELLÓ,"PL. CAL FARRÉ, Nº 14",8571,938591957,ÁREA BASICA DE SALUT LA VALL DEL GES,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT PERE DE TORELLÓ,CATALUÑA,BARCELONA,Sant Pere de Torelló,SANT PERE DE TORELLÓ,"PL. DR. MUNMANY, S/N",8572,938584277,ÁREA BASICA DE SALUT LA VALL DEL GES,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
TORELLÓ,CATALUÑA,BARCELONA,Torelló,TORELLÓ,"AV. POMPEU FABRA, Nº 8",8570,938504841,ÁREA BASICA DE SALUT LA VALL DEL GES,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
LA TORRE D'ORISTÀ,CATALUÑA,BARCELONA,Oristà,LA TORRE D'ORISTÀ,"C/ MOSSÉN RIBA PONT, Nº 69",8518,938880097,ÁREA BASICA DE SALUT LLUÇANÈS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
PRATS DE LLUÇANÈS,CATALUÑA,BARCELONA,Prats de Lluçanès,PRATS DEL LLUÇANÈS,"C/ DE MONTSERRAT, Nº 2",8513,938560251,ÁREA BASICA DE SALUT LLUÇANÈS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
SANTA EULÀLIA DE PUIGORIOL,CATALUÑA,BARCELONA,Lluçà,LLUÇÀ,"C/ ROURET, S/N",8514,938554062,ÁREA BASICA DE SALUT LLUÇANÈS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
PERAFITA,CATALUÑA,BARCELONA,Perafita,PERAFITA,"C/ MAJOR, Nº 4, Nº BAIX",8589,938530204,ÁREA BASICA DE SALUT LLUÇANÈS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT BARTOMEU DEL GRAU,CATALUÑA,BARCELONA,Sant Bartomeu del Grau,SANT BARTOMEU DEL GRAU,"C/ PONENT, S/N",8519,938889362,ÁREA BASICA DE SALUT LLUÇANÈS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
OLOST DE LLUÇANÈS,CATALUÑA,BARCELONA,Olost,OLOST DE LLUÇANÈS,"C/GIRONA, Nº 1",8516,938880408,ÁREA BASICA DE SALUT LLUÇANÈS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANTA CREU DE JUTGLAR,CATALUÑA,BARCELONA,Olost,SANTA CREU DE JUTGLAR,"C/ VELL, Nº 13",8515,938880408,ÁREA BASICA DE SALUT LLUÇANÈS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ORISTÀ,CATALUÑA,BARCELONA,Oristà,ORISTÀ,"PL. MAJOR, Nº 1",8518,938128006,ÁREA BASICA DE SALUT LLUÇANÈS,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
MANLLEU,CATALUÑA,BARCELONA,Manlleu,MANLLEU,"C/ CASTELLOT, Nº 17",8560,938506484,ÁREA BASICA DE SALUT MANLLEU,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
SANT SALVADOR DE GUARDIOLA,CATALUÑA,BARCELONA,Sant Salvador de Guardiola,SANT SALVADOR DE GUARDIOLA,"C/ DE DALT, Nº 16",8253,938358205,ÁREA BASICA DE SALUT MANRESA - 1,REGIÓN SANITARIA: CATALUNYA CENTRAL,Privada,FUNDACIÓ ALTHAIA XARXA ASSISTENCIAL DE MANRESA,CONSULTORIO LOCAL,NO
EL XUP,CATALUÑA,BARCELONA,Manresa,MANRESA,"C/  VIVENDES PARE IGNASI PUIG, S/N",8240,938729306,ÁREA BASICA DE SALUT MANRESA - 1,REGIÓN SANITARIA: CATALUNYA CENTRAL,Privada,FUNDACIÓ ALTHAIA XARXA ASSISTENCIAL DE MANRESA,CONSULTORIO LOCAL,NO
SANT ANDREU,CATALUÑA,BARCELONA,Manresa,MANRESA,"C/ REMEI DE DALT, Nº 8-14",8240,938744100,ÁREA BASICA DE SALUT MANRESA - 1,REGIÓN SANITARIA: CATALUNYA CENTRAL,Privada,FUNDACIÓ ALTHAIA XARXA ASSISTENCIAL DE MANRESA,CENTRO SALUD,NO
CASTELLFOLLIT DEL BOIX,CATALUÑA,BARCELONA,Castellfollit del Boix,CASTELLFOLLIT DEL BOIX,"C/ AJUNTAMENT, S/N",8255,609335962,ÁREA BASICA DE SALUT MANRESA - 1,REGIÓN SANITARIA: CATALUNYA CENTRAL,Privada,FUNDACIÓ ALTHAIA XARXA ASSISTENCIAL DE MANRESA,CONSULTORIO LOCAL,NO
EL CALBET,CATALUÑA,BARCELONA,Sant Salvador de Guardiola,SANT SALVADOR DE GUARDIOLA,"C/ PAU CASALS, S/N",8253,938354000,ÁREA BASICA DE SALUT MANRESA - 1,REGIÓN SANITARIA: CATALUNYA CENTRAL,Privada,FUNDACIÓ ALTHAIA XARXA ASSISTENCIAL DE MANRESA,CONSULTORIO LOCAL,NO
BAGES,CATALUÑA,BARCELONA,Manresa,MANRESA,"SOLER I MARC, Nº 6",8240,938748178,ÁREA BASICA DE SALUT MANRESA - 2,REGIÓN SANITARIA: CATALUNYA CENTRAL,Privada,FUNDACIÓ ALTHAIA XARXA ASSISTENCIAL DE MANRESA,CENTRO SALUD,NO
LES BASES DE MANRESA,CATALUÑA,BARCELONA,Manresa,MANRESA,"CREU GUIXERA, Nº 51",8243,938772222,ÁREA BASICA DE SALUT MANRESA - 3,REGIÓN SANITARIA: CATALUNYA CENTRAL,Privada,FUNDACIÓ ALTHAIA XARXA ASSISTENCIAL DE MANRESA,CENTRO SALUD,NO
SAGRADA FAMÍLIA (FONERIA),CATALUÑA,BARCELONA,Manresa,MANRESA,"C/ SANT CRISTÒFOL, Nº 34",8243,938747813,ÁREA BASICA DE SALUT MANRESA - 4,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
MONISTROL DE MONTSERRAT,CATALUÑA,BARCELONA,Monistrol de Montserrat,MONISTROL DE MONTSERRAT,"C/ MANRESA, Nº 4",8691,938284040,ÁREA BASICA DE SALUT MONTSERRAT,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
VACARISSES,CATALUÑA,BARCELONA,Vacarisses,VACARISSES,"C/ SALVADOR BADIA, S/N",8233,938280274,ÁREA BASICA DE SALUT MONTSERRAT,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
RELLINARS,CATALUÑA,BARCELONA,Rellinars,RELLINARS,"PL. AJUNTAMENT, S/N",08299,938345000,ÁREA BASICA DE SALUT MONTSERRAT,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CASTELLBELL I EL VILAR,CATALUÑA,BARCELONA,Castellbell i el Vilar,CASTELLBELL I EL VILAR,"C/ ROSA D'ABRIL, S/N",8296,938282080,ÁREA BASICA DE SALUT MONTSERRAT,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
PIERA,CATALUÑA,BARCELONA,Piera,PIERA,"C/ PIERETA, Nº 31",8784,937789410,ÁREA BASICA DE SALUT PIERA,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
EL BEDORC,CATALUÑA,BARCELONA,Piera,EL BEDORC,"C/ MUNNÉ ORPÍ, Nº 10",8784,937706121,ÁREA BASICA DE SALUT PIERA,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ELS HOSTALETS DE PIEROLA,CATALUÑA,BARCELONA,"Hostalets de Pierola, Els",ELS HOSTALETS DE PIEROLA,"C/ MAJOR, Nº 2",8781,937712002,ÁREA BASICA DE SALUT PIERA,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT JAUME SESOLIVERES,CATALUÑA,BARCELONA,Piera,SANT JAUME SES-OLIVERES,"C/ NOU, Nº 22",8784,937763072,ÁREA BASICA DE SALUT PIERA,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CA N'AGUILERA,CATALUÑA,BARCELONA,Piera,CAN AGUILERA,"C/ DE L'ILLA, Nº 32",8784,937794747,ÁREA BASICA DE SALUT PIERA,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CAN CANALS,CATALUÑA,BARCELONA,Piera,CAN CANALS,"C/ SANTES CREUS, Nº 34",8784,937728601,ÁREA BASICA DE SALUT PIERA,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
TAVERTET,CATALUÑA,BARCELONA,Tavertet,TAVERTET,"PL. BISBE GUILLEM, S/N",08511,938568278,ÁREA BASICA DE SALUT RODA DE TER,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANTA MARIA DE CORCÓ,CATALUÑA,BARCELONA,Santa Maria de Corcó,SANTA MARIA DE CORCÓ,"C/ NOU, Nº 1",8511,938568278,ÁREA BASICA DE SALUT RODA DE TER,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
RUPIT I PRUIT,CATALUÑA,BARCELONA,Rupit i Pruit,RUPIT I PRUIT,"C/ ESGLÉSIA, Nº 7",8569,938522137,ÁREA BASICA DE SALUT RODA DE TER,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
RODA DE TER,CATALUÑA,BARCELONA,Roda de Ter,RODA DE TER,"C/ SANT SEBASTIÀ, Nº 11",8510,938540452,ÁREA BASICA DE SALUT RODA DE TER,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
CANTONIGRÓS,CATALUÑA,BARCELONA,Santa Maria de Corcó,CANTONIGRÓS,"C/ MAJOR, Nº 49",8569,938565283,ÁREA BASICA DE SALUT RODA DE TER,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SALLENT,CATALUÑA,BARCELONA,Sallent,SALLENT,"C/ JOSEP POTELLAS, Nº 9",8650,938372120,ÁREA BASICA DE SALUT SALLENT,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública - otras modalidades,CONSORCI DE SALUT I SOCIAL DE CATALUNYA,CENTRO SALUD,NO
VINYOLES D'ORÍS,CATALUÑA,BARCELONA,"Masies de Voltregà, Les",LES MASIES DE VOLTREGÀ,"PTGE. SANT JOSEP, Nº 2",08508,938504845,ÁREA BASICA DE SALUT SANT HIPÒLIT DE VOLTREGÀ,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ORÍS,CATALUÑA,BARCELONA,Orís,ORÍS,"AVDA. DEL CASTELL, Nº 1",08573,938590247,ÁREA BASICA DE SALUT SANT HIPÒLIT DE VOLTREGÀ,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT HIPÒLIT DE VOLTREGÀ,CATALUÑA,BARCELONA,Sant Hipòlit de Voltregà,SANT HIPÒLIT DE VOLTREGÀ,"C/ DE LA VINYA, Nº 5",8512,938570987,ÁREA BASICA DE SALUT SANT HIPÒLIT DE VOLTREGÀ,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
LA GLEVA,CATALUÑA,BARCELONA,"Masies de Voltregà, Les",LA GLEVA,"CTRA. DE SANT BOI, S/N",8508,938502776,ÁREA BASICA DE SALUT SANT HIPÒLIT DE VOLTREGÀ,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANTA CECÍLIA DE VOLTREGÀ,CATALUÑA,BARCELONA,Santa Cecília de Voltregà,SANTA CECÍLIA DE VOLTREGÀ,"PL. ESGLÉSIA, S/N",8519,938502503,ÁREA BASICA DE SALUT SANT HIPÒLIT DE VOLTREGÀ,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ALPENS,CATALUÑA,BARCELONA,Alpens,ALPENS,"C/ PLACETA, Nº 2",8587,938578075,ÁREA BASICA DE SALUT SANT QUIRZE DE BESORA,REGIÓN SANITARIA: CATALUNYA CENTRAL,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
